TrialID;Timestamp;Framecount;SessionID;Email;Sex;TestID;Age;MotionSickness;MazeID;VariableCondition;Freq/Tempo;Direction/Distance;StartPointButtonPress;EndPointButtonPress;TravelDistance;TimeSinceLastFrame;MazeTime;EvaluationTime;PlayerPositionX;PlayerPositionY;PlayerPositionZ;IsMoving;PlayerRotationX;PlayerRotationY;PlayerRotationZ;DeviceRotationX;DeviceRotationY;DeviceRotationZ;isForceTP
3;2021-12-09 14:21:40.4034;58425;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.3333;374.6440;825.7830;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.4314;58426;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0488;374.6440;825.8317;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.4546;58427;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0284;374.6440;825.8601;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.4671;58428;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0208;374.6440;825.8809;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.4767;58429;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0117;374.6440;825.8926;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;FALSE
3;2021-12-09 14:21:40.4946;58430;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0088;374.6440;825.9013;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.5048;58431;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0165;374.6440;825.9178;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;FALSE
3;2021-12-09 14:21:40.5192;58432;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0113;374.6440;825.9291;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.5331;58433;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0146;374.6440;825.9437;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;TRUE
3;2021-12-09 14:21:40.5430;58434;fbdac1cbe5966e9207505ed5c7d21258;anonymous;M;44;24;FALSE;2;0;ctrl;ctrl;TRUE;FALSE;1953.8370;0.0144;374.6440;825.9580;44.3011;19.1126;52.3820;FALSE;0.0000;0.3155;0.0000;0.0000;0.9843;0.0000;FALSE
